wavelength, flux, error 
388.700,  0.368,  0.018 
388.800,  0.522,  0.026 
388.900,  0.251,  0.013 
389.000,  0.480,  0.024 
389.100,  0.509,  0.025 
389.200,  0.593,  0.030 
389.300,  0.459,  0.023 
389.400,  0.630,  0.031 
389.500,  0.466,  0.023 
389.600,  0.438,  0.022 
389.700,  0.797,  0.040 
389.800,  0.498,  0.025 
389.900,  0.642,  0.032 
390.000,  0.457,  0.023 
390.100,  0.653,  0.033 
390.200,  0.632,  0.032 
390.300,  0.455,  0.023 
390.400,  0.504,  0.025 
390.500,  0.522,  0.026 
390.600,  0.430,  0.022 
390.700,  0.494,  0.025 
390.800,  0.686,  0.034 
390.900,  0.691,  0.035 
391.000,  0.612,  0.031 
391.100,  0.618,  0.031 
391.200,  0.718,  0.036 
391.300,  0.670,  0.034 
391.400,  0.508,  0.025 
391.500,  0.749,  0.037 
391.600,  0.511,  0.026 
391.700,  0.606,  0.030 
391.800,  0.606,  0.030 
391.900,  0.443,  0.022 
392.000,  0.496,  0.025 
392.100,  0.368,  0.018 
392.200,  0.496,  0.025 
392.300,  0.321,  0.016 
392.400,  0.594,  0.030 
392.500,  0.470,  0.023 
392.600,  0.371,  0.019 
392.700,  0.448,  0.022 
392.800,  0.250,  0.012 
392.900,  0.352,  0.018 
393.000,  0.202,  0.010 
393.100,  0.249,  0.012 
393.200,  0.161,  0.008 
393.300,  0.128,  0.006 
393.400,  0.093,  0.005 
393.500,  0.175,  0.009 
393.600,  0.205,  0.010 
393.700,  0.266,  0.013 
393.800,  0.257,  0.013 
393.900,  0.413,  0.021 
394.000,  0.445,  0.022 
394.100,  0.318,  0.016 
394.200,  0.456,  0.023 
394.300,  0.464,  0.023 
394.400,  0.352,  0.018 
394.500,  0.443,  0.022 
394.600,  0.704,  0.035 
394.700,  0.627,  0.031 
394.800,  0.479,  0.024 
394.900,  0.450,  0.023 
395.000,  0.595,  0.030 
395.100,  0.683,  0.034 
395.200,  0.701,  0.035 
395.300,  0.433,  0.022 
395.400,  0.766,  0.038 
395.500,  0.647,  0.032 
395.600,  0.605,  0.030 
395.700,  0.476,  0.024 
395.800,  0.616,  0.031 
395.900,  0.726,  0.036 
396.000,  0.656,  0.033 
396.100,  0.410,  0.020 
396.200,  0.338,  0.017 
396.300,  0.428,  0.021 
396.400,  0.336,  0.017 
396.500,  0.317,  0.016 
396.600,  0.201,  0.010 
396.700,  0.154,  0.008 
396.800,  0.104,  0.005 
396.900,  0.112,  0.006 
397.000,  0.224,  0.011 
397.100,  0.229,  0.011 
397.200,  0.294,  0.015 
397.300,  0.366,  0.018 
397.400,  0.355,  0.018 
397.500,  0.424,  0.021 
397.600,  0.541,  0.027 
397.700,  0.512,  0.026 
397.800,  0.620,  0.031 
397.900,  0.647,  0.032 
398.000,  0.765,  0.038 
398.100,  0.668,  0.033 
398.200,  0.492,  0.025 
398.300,  0.573,  0.029 
398.400,  0.643,  0.032 
398.500,  0.669,  0.033 
398.600,  0.671,  0.034 
398.700,  0.593,  0.030 
398.800,  0.790,  0.040 
398.900,  0.858,  0.043 
399.000,  0.587,  0.029 
399.100,  0.705,  0.035 
399.200,  0.758,  0.038 
399.300,  0.875,  0.044 
399.400,  0.554,  0.028 
399.500,  0.564,  0.028 
399.600,  0.719,  0.036 
399.700,  0.618,  0.031 
399.800,  0.756,  0.038 
399.900,  0.572,  0.029 
400.000,  0.823,  0.041 
400.100,  0.780,  0.039 
400.200,  0.793,  0.040 
400.300,  0.757,  0.038 
400.400,  0.820,  0.041 
400.500,  0.464,  0.023 
400.600,  0.750,  0.037 
400.700,  0.568,  0.028 
400.800,  0.884,  0.044 
400.900,  0.842,  0.042 
401.000,  0.636,  0.032 
401.100,  0.860,  0.043 
401.200,  0.565,  0.028 
401.300,  0.885,  0.044 
401.400,  0.719,  0.036 
401.500,  0.766,  0.038 
401.600,  0.840,  0.042 
401.700,  0.765,  0.038 
401.800,  0.661,  0.033 
401.900,  0.868,  0.043 
402.000,  0.727,  0.036 
402.100,  0.837,  0.042 
402.200,  0.600,  0.030 
402.300,  0.788,  0.039 
402.400,  0.746,  0.037 
402.500,  0.590,  0.029 
402.600,  0.725,  0.036 
402.700,  0.726,  0.036 
402.800,  0.802,  0.040 
402.900,  0.882,  0.044 
403.000,  0.622,  0.031 
403.100,  0.507,  0.025 
403.200,  0.648,  0.032 
403.300,  0.476,  0.024 
403.400,  0.618,  0.031 
403.500,  0.809,  0.040 
403.600,  0.564,  0.028 
403.700,  0.844,  0.042 
403.800,  0.824,  0.041 
403.900,  0.845,  0.042 
404.000,  0.877,  0.044 
404.100,  0.666,  0.033 
404.200,  0.721,  0.036 
404.300,  0.956,  0.048 
404.400,  0.705,  0.035 
404.500,  0.557,  0.028 
404.600,  0.318,  0.016 
404.700,  0.740,  0.037 
404.800,  0.847,  0.042 
404.900,  0.656,  0.033 
405.000,  0.782,  0.039 
405.100,  0.785,  0.039 
405.200,  0.719,  0.036 
405.300,  0.805,  0.040 
405.400,  0.829,  0.041 
405.500,  0.577,  0.029 
405.600,  0.845,  0.042 
405.700,  0.782,  0.039 
405.800,  0.585,  0.029 
405.900,  0.634,  0.032 
406.000,  0.838,  0.042 
406.100,  0.847,  0.042 
406.200,  0.736,  0.037 
406.300,  0.537,  0.027 
406.400,  0.366,  0.018 
406.500,  0.741,  0.037 
406.600,  0.743,  0.037 
406.700,  0.585,  0.029 
406.800,  0.809,  0.040 
406.900,  0.730,  0.037 
407.000,  0.750,  0.037 
407.100,  0.511,  0.026 
407.200,  0.414,  0.021 
407.300,  0.814,  0.041 
407.400,  0.867,  0.043 
407.500,  0.742,  0.037 
407.600,  0.722,  0.036 
407.700,  0.523,  0.026 
407.800,  0.476,  0.024 
407.900,  0.716,  0.036 
408.000,  0.767,  0.038 
408.100,  0.869,  0.043 
408.200,  0.727,  0.036 
408.300,  0.769,  0.038 
408.400,  0.585,  0.029 
408.500,  0.661,  0.033 
408.600,  0.825,  0.041 
408.700,  0.784,  0.039 
408.800,  0.859,  0.043 
408.900,  0.826,  0.041 
409.000,  0.791,  0.040 
409.100,  0.804,  0.040 
409.200,  0.838,  0.042 
409.300,  0.825,  0.041 
409.400,  0.909,  0.045 
409.500,  0.773,  0.039 
409.600,  0.644,  0.032 
409.700,  0.659,  0.033 
409.800,  0.713,  0.036 
409.900,  0.701,  0.035 
410.000,  0.590,  0.029 
410.100,  0.483,  0.024 
410.200,  0.365,  0.018 
410.300,  0.553,  0.028 
410.400,  0.674,  0.034 
410.500,  0.604,  0.030 
410.600,  0.739,  0.037 
410.700,  0.834,  0.042 
410.800,  0.749,  0.037 
410.900,  0.755,  0.038 
411.000,  0.741,  0.037 
411.100,  0.795,  0.040 
411.200,  0.708,  0.035 
411.300,  0.708,  0.035 
411.400,  0.804,  0.040 
411.500,  0.756,  0.038 
411.600,  0.826,  0.041 
411.700,  0.853,  0.043 
411.800,  0.793,  0.040 
411.900,  0.587,  0.029 
412.000,  0.785,  0.039 
412.100,  0.848,  0.042 
412.200,  0.852,  0.043 
412.300,  0.732,  0.037 
412.400,  0.708,  0.035 
412.500,  0.844,  0.042 
412.600,  0.693,  0.035 
412.700,  0.863,  0.043 
412.800,  0.571,  0.029 
412.900,  0.683,  0.034 
413.000,  0.777,  0.039 
413.100,  0.730,  0.036 
413.200,  0.527,  0.026 
413.300,  0.744,  0.037 
413.400,  0.621,  0.031 
413.500,  0.694,  0.035 
413.600,  0.857,  0.043 
413.700,  0.647,  0.032 
413.800,  0.789,  0.039 
413.900,  0.877,  0.044 
414.000,  0.769,  0.038 
414.100,  0.858,  0.043 
414.200,  0.622,  0.031 
414.300,  0.664,  0.033 
414.400,  0.475,  0.024 
414.500,  0.881,  0.044 
414.600,  0.766,  0.038 
414.700,  0.821,  0.041 
414.800,  0.806,  0.040 
414.900,  0.670,  0.033 
415.000,  0.640,  0.032 
415.100,  0.829,  0.041 
415.200,  0.733,  0.037 
415.300,  0.838,  0.042 
415.400,  0.510,  0.026 
415.500,  0.778,  0.039 
415.600,  0.816,  0.041 
415.700,  0.698,  0.035 
415.800,  0.692,  0.035 
415.900,  0.822,  0.041 
416.000,  0.910,  0.046 
416.100,  0.753,  0.038 
416.200,  0.758,  0.038 
416.300,  0.802,  0.040 
416.400,  0.700,  0.035 
416.500,  0.817,  0.041 
416.600,  0.874,  0.044 
416.700,  0.723,  0.036 
416.800,  0.705,  0.035 
416.900,  0.863,  0.043 
417.000,  0.804,  0.040 
417.100,  0.795,  0.040 
417.200,  0.617,  0.031 
417.300,  0.583,  0.029 
417.400,  0.717,  0.036 
417.500,  0.780,  0.039 
417.600,  0.740,  0.037 
417.700,  0.664,  0.033 
417.800,  0.645,  0.032 
417.900,  0.727,  0.036 
418.000,  0.853,  0.043 
418.100,  0.702,  0.035 
418.200,  0.625,  0.031 
418.300,  0.764,  0.038 
418.400,  0.873,  0.044 
418.500,  0.768,  0.038 
418.600,  0.784,  0.039 
418.700,  0.666,  0.033 
418.800,  0.643,  0.032 
418.900,  0.774,  0.039 
419.000,  0.716,  0.036 
419.100,  0.747,  0.037 
419.200,  0.736,  0.037 
419.300,  0.827,  0.041 
419.400,  0.802,  0.040 
419.500,  0.589,  0.029 
419.600,  0.684,  0.034 
419.700,  0.826,  0.041 
419.800,  0.624,  0.031 
419.900,  0.535,  0.027 
420.000,  0.738,  0.037 
420.100,  0.667,  0.033 
420.200,  0.447,  0.022 
420.300,  0.711,  0.036 
420.400,  0.700,  0.035 
420.500,  0.598,  0.030 
420.600,  0.783,  0.039 
420.700,  0.626,  0.031 
420.800,  0.948,  0.047 
420.900,  0.841,  0.042 
421.000,  0.636,  0.032 
421.100,  0.796,  0.040 
421.200,  0.788,  0.039 
421.300,  0.803,  0.040 
421.400,  0.720,  0.036 
421.500,  0.733,  0.037 
421.600,  0.463,  0.023 
421.700,  0.690,  0.035 
421.800,  0.756,  0.038 
421.900,  0.687,  0.034 
422.000,  0.758,  0.038 
422.100,  0.935,  0.047 
422.200,  0.831,  0.042 
422.300,  0.775,  0.039 
422.400,  0.707,  0.035 
422.500,  0.657,  0.033 
422.600,  0.520,  0.026 
422.700,  0.274,  0.014 
422.800,  0.679,  0.034 
422.900,  0.836,  0.042 
423.000,  0.765,  0.038 
423.100,  0.866,  0.043 
423.200,  0.770,  0.039 
423.300,  0.646,  0.032 
423.400,  0.744,  0.037 
423.500,  0.839,  0.042 
423.600,  0.534,  0.027 
423.700,  0.767,  0.038 
423.800,  0.804,  0.040 
423.900,  0.640,  0.032 
424.000,  0.583,  0.029 
424.100,  0.750,  0.037 
424.200,  0.737,  0.037 
424.300,  0.598,  0.030 
424.400,  0.842,  0.042 
424.500,  0.724,  0.036 
424.600,  0.798,  0.040 
424.700,  0.594,  0.030 
424.800,  0.671,  0.034 
424.900,  0.663,  0.033 
425.000,  0.603,  0.030 
425.100,  0.629,  0.031 
425.200,  0.842,  0.042 
425.300,  0.738,  0.037 
425.400,  0.583,  0.029 
425.500,  0.737,  0.037 
425.600,  0.664,  0.033 
425.700,  0.945,  0.047 
425.800,  0.752,  0.038 
425.900,  0.659,  0.033 
426.000,  0.572,  0.029 
426.100,  0.620,  0.031 
426.200,  0.676,  0.034 
426.300,  0.743,  0.037 
426.400,  0.646,  0.032 
426.500,  0.690,  0.034 
426.600,  0.910,  0.046 
426.700,  0.761,  0.038 
426.800,  0.677,  0.034 
426.900,  0.678,  0.034 
427.000,  0.601,  0.030 
427.100,  0.507,  0.025 
427.200,  0.331,  0.017 
427.300,  0.688,  0.034 
427.400,  0.642,  0.032 
427.500,  0.482,  0.024 
427.600,  0.748,  0.037 
427.700,  0.713,  0.036 
427.800,  0.794,  0.040 
427.900,  0.831,  0.042 
428.000,  0.596,  0.030 
428.100,  0.663,  0.033 
428.200,  0.695,  0.035 
428.300,  0.672,  0.034 
428.400,  0.786,  0.039 
428.500,  0.580,  0.029 
428.600,  0.531,  0.027 
428.700,  0.660,  0.033 
428.800,  0.703,  0.035 
428.900,  0.582,  0.029 
429.000,  0.465,  0.023 
429.100,  0.531,  0.027 
429.200,  0.693,  0.035 
429.300,  0.731,  0.037 
429.400,  0.660,  0.033 
429.500,  0.529,  0.026 
429.600,  0.766,  0.038 
429.700,  0.435,  0.022 
429.800,  0.623,  0.031 
429.900,  0.389,  0.019 
430.000,  0.461,  0.023 
430.100,  0.485,  0.024 
430.200,  0.511,  0.026 
430.300,  0.394,  0.020 
430.400,  0.488,  0.024 
430.500,  0.480,  0.024 
430.600,  0.604,  0.030 
430.700,  0.522,  0.026 
430.800,  0.164,  0.008 
430.900,  0.469,  0.023 
431.000,  0.498,  0.025 
431.100,  0.434,  0.022 
431.200,  0.521,  0.026 
431.300,  0.568,  0.028 
431.400,  0.606,  0.030 
431.500,  0.606,  0.030 
431.600,  0.944,  0.047 
431.700,  0.809,  0.040 
431.800,  0.999,  0.050 
431.900,  0.828,  0.041 
432.000,  0.853,  0.043 
432.100,  0.704,  0.035 
432.200,  0.911,  0.046 
432.300,  0.651,  0.033 
432.400,  0.520,  0.026 
432.500,  0.542,  0.027 
432.600,  0.367,  0.018 
432.700,  0.650,  0.033 
432.800,  0.807,  0.040 
432.900,  0.861,  0.043 
433.000,  0.769,  0.038 
433.100,  0.720,  0.036 
433.200,  0.842,  0.042 
433.300,  0.727,  0.036 
433.400,  0.776,  0.039 
433.500,  0.741,  0.037 
433.600,  0.856,  0.043 
433.700,  0.685,  0.034 
433.800,  0.544,  0.027 
433.900,  0.551,  0.028 
434.000,  0.411,  0.021 
434.100,  0.450,  0.022 
434.200,  0.629,  0.031 
434.300,  0.726,  0.036 
434.400,  0.578,  0.029 
434.500,  0.761,  0.038 
434.600,  0.807,  0.040 
434.700,  0.697,  0.035 
434.800,  0.629,  0.031 
434.900,  0.789,  0.039 
435.000,  0.772,  0.039 
435.100,  0.655,  0.033 
435.200,  0.468,  0.023 
435.300,  0.711,  0.036 
435.400,  0.872,  0.044 
435.500,  0.752,  0.038 
435.600,  0.745,  0.037 
435.700,  0.829,  0.041 
435.800,  0.869,  0.043 
435.900,  0.702,  0.035 
436.000,  0.673,  0.034 
436.100,  0.808,  0.040 
436.200,  0.866,  0.043 
436.300,  0.697,  0.035 
436.400,  0.775,  0.039 
436.500,  0.893,  0.045 
436.600,  0.812,  0.041 
436.700,  0.780,  0.039 
436.800,  0.657,  0.033 
436.900,  0.868,  0.043 
437.000,  0.690,  0.034 
437.100,  0.674,  0.034 
437.200,  0.843,  0.042 
437.300,  0.826,  0.041 
437.400,  0.632,  0.032 
437.500,  0.728,  0.036 
437.600,  0.654,  0.033 
437.700,  0.726,  0.036 
437.800,  0.749,  0.037 
437.900,  0.799,  0.040 
438.000,  0.850,  0.042 
438.100,  0.809,  0.040 
438.200,  0.851,  0.043 
438.300,  0.440,  0.022 
438.400,  0.448,  0.022 
438.500,  0.499,  0.025 
438.600,  0.812,  0.041 
438.700,  0.697,  0.035 
438.800,  0.699,  0.035 
438.900,  0.794,  0.040 
439.000,  0.678,  0.034 
439.100,  0.723,  0.036 
439.200,  0.768,  0.038 
439.300,  0.787,  0.039 
439.400,  0.723,  0.036 
439.500,  0.633,  0.032 
439.600,  0.734,  0.037 
439.700,  0.849,  0.042 
439.800,  0.824,  0.041 
439.900,  0.819,  0.041 
440.000,  0.556,  0.028 
440.100,  0.656,  0.033 
440.200,  0.861,  0.043 
440.300,  0.725,  0.036 
440.400,  0.746,  0.037 
440.500,  0.499,  0.025 
440.600,  0.865,  0.043 
440.700,  0.770,  0.038 
440.800,  0.584,  0.029 
440.900,  0.742,  0.037 
441.000,  0.746,  0.037 
441.100,  0.819,  0.041 
441.200,  0.793,  0.040 
441.300,  0.926,  0.046 
441.400,  0.788,  0.039 
441.500,  0.585,  0.029 
441.600,  0.857,  0.043 
441.700,  0.723,  0.036 
441.800,  0.773,  0.039 
441.900,  0.848,  0.042 
442.000,  0.866,  0.043 
442.100,  0.750,  0.038 
442.200,  0.733,  0.037 
442.300,  0.786,  0.039 
442.400,  0.827,  0.041 
442.500,  0.802,  0.040 
442.600,  0.803,  0.040 
442.700,  0.769,  0.038 
442.800,  0.860,  0.043 
442.900,  0.876,  0.044 
443.000,  0.704,  0.035 
443.100,  0.780,  0.039 
443.200,  0.862,  0.043 
443.300,  0.759,  0.038 
443.400,  0.788,  0.039 
443.500,  0.665,  0.033 
443.600,  0.723,  0.036 
443.700,  0.909,  0.045 
443.800,  0.834,  0.042 
443.900,  0.935,  0.047 
444.000,  0.827,  0.041 
444.100,  0.839,  0.042 
444.200,  0.693,  0.035 
444.300,  0.745,  0.037 
444.400,  0.642,  0.032 
444.500,  0.840,  0.042 
444.600,  0.842,  0.042 
444.700,  0.852,  0.043 
444.800,  0.824,  0.041 
444.900,  0.905,  0.045 
445.000,  0.821,  0.041 
445.100,  0.813,  0.041 
445.200,  0.916,  0.046 
445.300,  0.777,  0.039 
445.400,  0.775,  0.039 
445.500,  0.547,  0.027 
445.600,  0.666,  0.033 
445.700,  0.766,  0.038 
445.800,  0.711,  0.036 
445.900,  0.778,  0.039 
446.000,  0.817,  0.041 
446.100,  0.722,  0.036 
446.200,  0.643,  0.032 
446.300,  0.908,  0.045 
446.400,  0.859,  0.043 
446.500,  0.813,  0.041 
446.600,  0.843,  0.042 
446.700,  0.749,  0.037 
446.800,  0.936,  0.047 
446.900,  0.690,  0.035 
447.000,  0.745,  0.037 
447.100,  0.849,  0.042 
447.200,  0.854,  0.043 
447.300,  0.846,  0.042 
447.400,  0.889,  0.044 
447.500,  0.921,  0.046 
447.600,  0.792,  0.040 
447.700,  1.036,  0.052 
447.800,  0.876,  0.044 
447.900,  0.945,  0.047 
448.000,  0.704,  0.035 
448.100,  0.740,  0.037 
448.200,  0.746,  0.037 
448.300,  0.745,  0.037 
448.400,  0.789,  0.039 
448.500,  0.977,  0.049 
448.600,  0.855,  0.043 
448.700,  0.799,  0.040 
448.800,  0.838,  0.042 
448.900,  0.830,  0.042 
449.000,  0.782,  0.039 
449.100,  0.800,  0.040 
449.200,  0.915,  0.046 
449.300,  0.876,  0.044 
449.400,  0.844,  0.042 
449.500,  0.779,  0.039 
449.600,  0.790,  0.039 
449.700,  0.816,  0.041 
449.800,  0.871,  0.044 
449.900,  0.760,  0.038 
450.000,  0.917,  0.046 
450.100,  0.823,  0.041 
450.200,  0.864,  0.043 
450.300,  0.977,  0.049 
450.400,  0.963,  0.048 
450.500,  0.890,  0.044 
450.600,  0.941,  0.047 
450.700,  0.928,  0.046 
450.800,  0.890,  0.045 
450.900,  0.979,  0.049 
451.000,  0.940,  0.047 
451.100,  0.893,  0.045 
451.200,  0.902,  0.045 
451.300,  0.861,  0.043 
451.400,  0.933,  0.047 
451.500,  0.838,  0.042 
451.600,  0.893,  0.045 
451.700,  0.858,  0.043 
451.800,  0.691,  0.035 
451.900,  0.933,  0.047 
452.000,  0.864,  0.043 
452.100,  0.977,  0.049 
452.200,  0.896,  0.045 
452.300,  0.760,  0.038 
452.400,  0.978,  0.049 
452.500,  0.677,  0.034 
452.600,  0.814,  0.041 
452.700,  0.722,  0.036 
452.800,  0.801,  0.040 
452.900,  0.668,  0.033 
453.000,  0.879,  0.044 
453.100,  0.661,  0.033 
453.200,  0.821,  0.041 
453.300,  0.858,  0.043 
453.400,  0.770,  0.039 
453.500,  0.840,  0.042 
453.600,  0.618,  0.031 
453.700,  0.905,  0.045 
453.800,  0.876,  0.044 
453.900,  0.946,  0.047 
454.000,  0.903,  0.045 
454.100,  0.757,  0.038 
454.200,  0.800,  0.040 
454.300,  0.906,  0.045 
454.400,  0.968,  0.048 
454.500,  0.754,  0.038 
454.600,  0.876,  0.044 
454.700,  0.830,  0.041 
454.800,  0.851,  0.043 
454.900,  0.775,  0.039 
455.000,  0.764,  0.038 
455.100,  0.980,  0.049 
455.200,  0.804,  0.040 
455.300,  1.002,  0.050 
455.400,  0.793,  0.040 
455.500,  0.806,  0.040 
455.600,  0.780,  0.039 
455.700,  0.968,  0.048 
455.800,  0.912,  0.046 
455.900,  0.897,  0.045 
456.000,  0.926,  0.046 
456.100,  0.913,  0.046 
456.200,  0.956,  0.048 
456.300,  0.933,  0.047 
456.400,  0.849,  0.042 
456.500,  0.842,  0.042 
456.600,  0.837,  0.042 
456.700,  0.920,  0.046 
456.800,  0.975,  0.049 
456.900,  0.822,  0.041 
457.000,  0.867,  0.043 
457.100,  0.774,  0.039 
457.200,  0.679,  0.034 
457.300,  0.985,  0.049 
457.400,  0.941,  0.047 
457.500,  0.934,  0.047 
457.600,  0.828,  0.041 
457.700,  0.981,  0.049 
457.800,  0.887,  0.044 
457.900,  0.834,  0.042 
458.000,  0.758,  0.038 
458.100,  0.804,  0.040 
458.200,  0.925,  0.046 
458.300,  0.864,  0.043 
458.400,  0.780,  0.039 
458.500,  0.902,  0.045 
458.600,  0.729,  0.036 
458.700,  0.876,  0.044 
458.800,  0.882,  0.044 
458.900,  0.845,  0.042 
459.000,  0.831,  0.042 
459.100,  0.811,  0.041 
459.200,  0.856,  0.043 
459.300,  0.810,  0.041 
459.400,  0.863,  0.043 
459.500,  0.856,  0.043 
459.600,  0.771,  0.039 
459.700,  0.819,  0.041 
459.800,  0.762,  0.038 
459.900,  0.923,  0.046 
460.000,  0.837,  0.042 
460.100,  0.749,  0.037 
460.200,  0.746,  0.037 
460.300,  0.844,  0.042 
460.400,  0.949,  0.047 
460.500,  0.810,  0.040 
460.600,  0.923,  0.046 
460.700,  0.893,  0.045 
460.800,  0.907,  0.045 
460.900,  0.897,  0.045 
461.000,  0.932,  0.047 
461.100,  0.808,  0.040 
461.200,  0.878,  0.044 
461.300,  0.765,  0.038 
461.400,  0.822,  0.041 
461.500,  0.945,  0.047 
461.600,  0.800,  0.040 
461.700,  0.828,  0.041 
461.800,  0.839,  0.042 
461.900,  0.755,  0.038 
462.000,  0.874,  0.044 
462.100,  0.930,  0.046 
462.200,  0.854,  0.043 
462.300,  0.806,  0.040 
462.400,  0.990,  0.049 
462.500,  0.818,  0.041 
462.600,  0.823,  0.041 
462.700,  0.899,  0.045 
462.800,  0.924,  0.046 
462.900,  0.850,  0.042 
463.000,  0.918,  0.046 
463.100,  0.934,  0.047 
463.200,  0.940,  0.047 
463.300,  0.887,  0.044 
463.400,  0.821,  0.041 
463.500,  0.996,  0.050 
463.600,  0.832,  0.042 
463.700,  0.857,  0.043 
463.800,  0.749,  0.037 
463.900,  0.910,  0.046 
464.000,  0.841,  0.042 
464.100,  0.987,  0.049 
464.200,  0.935,  0.047 
464.300,  0.887,  0.044 
464.400,  0.927,  0.046 
464.500,  0.867,  0.043 
464.600,  0.887,  0.044 
464.700,  0.832,  0.042 
464.800,  0.929,  0.046 
464.900,  0.774,  0.039 
465.000,  0.868,  0.043 
465.100,  0.911,  0.046 
465.200,  0.888,  0.044 
465.300,  0.899,  0.045 
465.400,  0.902,  0.045 
465.500,  0.802,  0.040 
465.600,  0.807,  0.040 
465.700,  0.885,  0.044 
465.800,  0.974,  0.049 
465.900,  0.987,  0.049 
466.000,  0.968,  0.048 
466.100,  0.958,  0.048 
466.200,  0.935,  0.047 
466.300,  0.905,  0.045 
466.400,  0.898,  0.045 
466.500,  0.862,  0.043 
466.600,  0.876,  0.044 
466.700,  0.799,  0.040 
466.800,  0.737,  0.037 
466.900,  0.808,  0.040 
467.000,  0.836,  0.042 
467.100,  0.982,  0.049 
467.200,  1.008,  0.050 
467.300,  0.805,  0.040 
467.400,  0.969,  0.048 
467.500,  0.844,  0.042 
467.600,  0.850,  0.043 
467.700,  0.928,  0.046 
467.800,  0.860,  0.043 
467.900,  0.762,  0.038 
468.000,  0.810,  0.041 
468.100,  0.885,  0.044 
468.200,  0.785,  0.039 
468.300,  0.955,  0.048 
468.400,  1.019,  0.051 
468.500,  0.840,  0.042 
468.600,  0.844,  0.042 
468.700,  0.886,  0.044 
468.800,  0.930,  0.047 
468.900,  0.906,  0.045 
469.000,  0.856,  0.043 
469.100,  0.783,  0.039 
469.200,  0.959,  0.048 
469.300,  0.971,  0.049 
469.400,  0.933,  0.047 
469.500,  0.907,  0.045 
469.600,  0.942,  0.047 
469.700,  0.889,  0.044 
469.800,  0.844,  0.042 
469.900,  0.838,  0.042 
470.000,  0.910,  0.045 
470.100,  0.830,  0.042 
470.200,  0.857,  0.043 
470.300,  0.712,  0.036 
470.400,  0.830,  0.042 
470.500,  0.881,  0.044 
470.600,  0.964,  0.048 
470.700,  0.757,  0.038 
470.800,  0.873,  0.044 
470.900,  0.765,  0.038 
471.000,  0.766,  0.038 
471.100,  0.860,  0.043 
471.200,  0.933,  0.047 
471.300,  0.937,  0.047 
471.400,  0.843,  0.042 
471.500,  0.943,  0.047 
471.600,  0.882,  0.044 
471.700,  0.891,  0.045 
471.800,  0.955,  0.048 
471.900,  0.928,  0.046 
472.000,  0.904,  0.045 
472.100,  0.824,  0.041 
472.200,  0.833,  0.042 
472.300,  0.889,  0.044 
472.400,  0.927,  0.046 
472.500,  0.912,  0.046 
472.600,  0.959,  0.048 
472.700,  0.751,  0.038 
472.800,  0.868,  0.043 
472.900,  0.827,  0.041 
473.000,  0.857,  0.043 
