wavelength, flux 
450.300,  0.933 
450.400,  0.894 
450.500,  0.865 
450.600,  0.878 
450.700,  0.793 
450.800,  0.854 
450.900,  0.894 
451.000,  0.923 
451.100,  0.834 
451.200,  0.844 
451.300,  0.808 
451.400,  0.811 
451.500,  0.776 
451.600,  0.804 
451.700,  0.856 
451.800,  0.612 
451.900,  0.883 
452.000,  0.783 
452.100,  0.893 
452.200,  0.860 
452.300,  0.678 
452.400,  0.896 
452.500,  0.633 
452.600,  0.725 
452.700,  0.609 
452.800,  0.735 
452.900,  0.540 
453.000,  0.829 
453.100,  0.546 
453.200,  0.823 
453.300,  0.733 
453.400,  0.728 
453.500,  0.689 
453.600,  0.506 
453.700,  0.896 
453.800,  0.827 
453.900,  0.821 
454.000,  0.820 
454.100,  0.624 
454.200,  0.758 
454.300,  0.882 
454.400,  0.810 
454.500,  0.619 
454.600,  0.741 
454.700,  0.756 
454.800,  0.772 
454.900,  0.748 
455.000,  0.712 
455.100,  0.930 
455.200,  0.781 
455.300,  0.866 
455.400,  0.707 
455.500,  0.718 
455.600,  0.667 
455.700,  0.885 
455.800,  0.853 
455.900,  0.878 
456.000,  0.806 
456.100,  0.827 
456.200,  0.939 
456.300,  0.871 
456.400,  0.792 
456.500,  0.766 
456.600,  0.789 
456.700,  0.849 
456.800,  0.907 
456.900,  0.805 
457.000,  0.833 
457.100,  0.716 
457.200,  0.619 
457.300,  0.856 
457.400,  0.901 
457.500,  0.827 
457.600,  0.819 
457.700,  0.817 
457.800,  0.808 
457.900,  0.727 
458.000,  0.669 
458.100,  0.673 
458.200,  0.786 
458.300,  0.819 
458.400,  0.773 
458.500,  0.783 
458.600,  0.582 
458.700,  0.837 
458.800,  0.791 
458.900,  0.818 
459.000,  0.822 
459.100,  0.768 
459.200,  0.787 
459.300,  0.750 
459.400,  0.789 
459.500,  0.741 
459.600,  0.714 
459.700,  0.789 
459.800,  0.714 
459.900,  0.876 
460.000,  0.788 
460.100,  0.576 
460.200,  0.706 
460.300,  0.689 
460.400,  0.888 
460.500,  0.730 
460.600,  0.835 
460.700,  0.858 
460.800,  0.830 
460.900,  0.883 
461.000,  0.900 
461.100,  0.722 
461.200,  0.888 
461.300,  0.674 
461.400,  0.776 
461.500,  0.908 
461.600,  0.714 
461.700,  0.785 
461.800,  0.838 
461.900,  0.689 
462.000,  0.786 
462.100,  0.883 
462.200,  0.785 
462.300,  0.761 
462.400,  0.931 
462.500,  0.832 
462.600,  0.731 
462.700,  0.829 
462.800,  0.915 
462.900,  0.818 
463.000,  0.847 
463.100,  0.874 
463.200,  0.904 
463.300,  0.735 
463.400,  0.770 
463.500,  0.876 
463.600,  0.783 
463.700,  0.798 
463.800,  0.702 
463.900,  0.862 
464.000,  0.720 
464.100,  0.923 
464.200,  0.944 
464.300,  0.843 
464.400,  0.894 
464.500,  0.843 
464.600,  0.746 
464.700,  0.770 
464.800,  0.847 
464.900,  0.720 
465.000,  0.837 
465.100,  0.808 
465.200,  0.797 
465.300,  0.871 
465.400,  0.833 
465.500,  0.752 
465.600,  0.727 
465.700,  0.792 
465.800,  0.906 
465.900,  0.884 
466.000,  0.950 
466.100,  0.887 
466.200,  0.837 
466.300,  0.823 
466.400,  0.858 
466.500,  0.818 
466.600,  0.806 
466.700,  0.687 
466.800,  0.568 
466.900,  0.743 
467.000,  0.835 
467.100,  0.938 
467.200,  0.910 
467.300,  0.707 
467.400,  0.941 
467.500,  0.691 
467.600,  0.840 
467.700,  0.862 
467.800,  0.845 
467.900,  0.697 
468.000,  0.765 
468.100,  0.824 
468.200,  0.713 
468.300,  0.873 
468.400,  0.888 
468.500,  0.730 
468.600,  0.787 
468.700,  0.829 
468.800,  0.844 
468.900,  0.854 
469.000,  0.768 
469.100,  0.714 
469.200,  0.900 
469.300,  0.880 
469.400,  0.873 
469.500,  0.849 
469.600,  0.903 
469.700,  0.813 
469.800,  0.842 
469.900,  0.729 
470.000,  0.879 
470.100,  0.778 
470.200,  0.790 
470.300,  0.658 
470.400,  0.816 
470.500,  0.836 
470.600,  0.874 
470.700,  0.703 
470.800,  0.811 
470.900,  0.755 
471.000,  0.658 
471.100,  0.866 
471.200,  0.876 
471.300,  0.911 
471.400,  0.730 
471.500,  0.807 
471.600,  0.825 
471.700,  0.920 
471.800,  0.873 
471.900,  0.881 
472.000,  0.937 
472.100,  0.849 
472.200,  0.835 
472.300,  0.769 
472.400,  0.855 
472.500,  0.934 
472.600,  0.905 
472.700,  0.723 
472.800,  0.758 
472.900,  0.732 
473.000,  0.774 
473.100,  0.802 
473.200,  0.685 
473.300,  0.833 
473.400,  0.775 
473.500,  0.903 
473.600,  0.803 
473.700,  0.684 
473.800,  0.866 
473.900,  0.826 
474.000,  0.800 
474.100,  0.861 
474.200,  0.815 
474.300,  0.808 
474.400,  0.887 
474.500,  0.787 
474.600,  0.817 
474.700,  0.930 
474.800,  0.872 
474.900,  0.952 
475.000,  0.832 
475.100,  0.925 
475.200,  0.814 
475.300,  0.924 
475.400,  0.792 
475.500,  0.851 
475.600,  0.798 
475.700,  0.859 
475.800,  0.756 
475.900,  0.820 
476.000,  0.887 
476.100,  0.864 
476.200,  0.769 
476.300,  0.841 
476.400,  0.819 
476.500,  0.873 
476.600,  0.712 
476.700,  0.815 
476.800,  0.775 
476.900,  0.854 
477.000,  0.859 
477.100,  0.878 
477.200,  0.826 
477.300,  0.757 
477.400,  0.917 
477.500,  0.941 
477.600,  0.807 
477.700,  0.954 
477.800,  0.921 
477.900,  0.890 
478.000,  0.869 
478.100,  0.900 
478.200,  0.865 
478.300,  0.748 
478.400,  0.884 
478.500,  0.899 
478.600,  0.778 
478.700,  0.794 
478.800,  0.875 
478.900,  0.708 
479.000,  0.790 
479.100,  0.852 
479.200,  0.812 
479.300,  0.846 
479.400,  0.895 
479.500,  0.937 
479.600,  0.857 
479.700,  0.905 
479.800,  0.815 
479.900,  0.813 
480.000,  0.856 
480.100,  0.791 
480.200,  0.831 
480.300,  0.865 
480.400,  0.942 
480.500,  0.776 
480.600,  0.910 
480.700,  0.846 
480.800,  0.814 
480.900,  0.819 
481.000,  0.882 
481.100,  0.844 
481.200,  0.837 
481.300,  0.813 
481.400,  0.880 
481.500,  0.869 
481.600,  0.871 
481.700,  0.884 
481.800,  0.770 
481.900,  0.919 
482.000,  0.833 
482.100,  0.866 
482.200,  0.912 
482.300,  0.789 
482.400,  0.770 
482.500,  0.892 
482.600,  0.899 
482.700,  0.868 
482.800,  0.913 
482.900,  0.743 
483.000,  0.941 
483.100,  0.844 
483.200,  0.808 
483.300,  0.795 
483.400,  0.899 
483.500,  0.873 
483.600,  0.741 
483.700,  0.894 
483.800,  0.820 
483.900,  0.789 
484.000,  0.604 
484.100,  0.800 
484.200,  0.835 
484.300,  0.705 
484.400,  0.821 
484.500,  0.921 
484.600,  0.802 
484.700,  0.850 
484.800,  0.871 
484.900,  0.831 
485.000,  0.936 
485.100,  0.873 
485.200,  0.824 
485.300,  0.837 
485.400,  0.901 
485.500,  0.759 
485.600,  0.724 
485.700,  0.863 
485.800,  0.863 
485.900,  0.783 
486.000,  0.645 
486.100,  0.552 
486.200,  0.660 
486.300,  0.807 
486.400,  0.667 
486.500,  0.826 
486.600,  0.775 
486.700,  0.865 
486.800,  0.719 
486.900,  0.858 
487.000,  0.823 
487.100,  0.547 
487.200,  0.588 
487.300,  0.823 
487.400,  0.855 
487.500,  0.815 
487.600,  0.722 
487.700,  0.910 
487.800,  0.577 
487.900,  0.866 
488.000,  0.892 
488.100,  0.862 
488.200,  0.672 
488.300,  0.950 
488.400,  0.883 
488.500,  0.762 
488.600,  0.801 
488.700,  0.670 
488.800,  0.805 
488.900,  0.687 
489.000,  0.880 
489.100,  0.411 
489.200,  0.727 
489.300,  0.822 
489.400,  0.897 
489.500,  0.916 
489.600,  0.904 
489.700,  0.909 
489.800,  0.948 
489.900,  0.941 
490.000,  0.800 
490.100,  0.896 
490.200,  0.806 
490.300,  0.692 
490.400,  0.812 
490.500,  0.928 
490.600,  0.952 
490.700,  0.854 
490.800,  0.793 
490.900,  0.848 
491.000,  0.727 
491.100,  0.803 
491.200,  0.773 
491.300,  0.893 
491.400,  0.807 
491.500,  0.862 
491.600,  0.918 
491.700,  0.851 
491.800,  0.769 
491.900,  0.562 
492.000,  0.616 
492.100,  0.648 
492.200,  0.769 
492.300,  0.946 
492.400,  0.837 
492.500,  0.666 
492.600,  0.856 
492.700,  0.811 
492.800,  0.864 
492.900,  0.949 
493.000,  0.874 
493.100,  0.942 
493.200,  0.955 
493.300,  0.754 
493.400,  0.722 
493.500,  0.902 
493.600,  0.789 
493.700,  0.863 
493.800,  0.772 
493.900,  0.596 
494.000,  0.640 
494.100,  0.872 
494.200,  0.805 
494.300,  0.839 
494.400,  0.934 
494.500,  0.920 
494.600,  0.758 
494.700,  0.931 
494.800,  0.880 
494.900,  0.851 
495.000,  0.871 
495.100,  0.944 
495.200,  0.946 
495.300,  0.850 
495.400,  0.916 
495.500,  0.779 
495.600,  0.882 
495.700,  0.556 
495.800,  0.529 
495.900,  0.898 
496.000,  0.928 
496.100,  0.942 
496.200,  0.897 
496.300,  0.848 
496.400,  0.921 
496.500,  0.795 
496.600,  0.758 
496.700,  0.893 
496.800,  0.757 
496.900,  0.863 
497.000,  0.814 
497.100,  0.828 
497.200,  0.915 
497.300,  0.803 
497.400,  0.907 
497.500,  0.887 
497.600,  0.866 
497.700,  0.915 
497.800,  0.833 
497.900,  0.733 
498.000,  0.741 
498.100,  0.830 
498.200,  0.618 
498.300,  0.613 
498.400,  0.676 
498.500,  0.747 
498.600,  0.721 
498.700,  0.898 
498.800,  0.829 
498.900,  0.780 
499.000,  0.924 
499.100,  0.702 
499.200,  0.928 
499.300,  0.880 
499.400,  0.536 
499.500,  0.868 
499.600,  0.869 
499.700,  0.789 
499.800,  0.840 
499.900,  0.796 
