temperature  luminosity
29200	20000
23000	4600
21000	2600
17600	900
15200	360
14300	250
13500	175
12300	100
11400	62
9600	22
9330	18
9040	15
8750	12
8480	10
8310	9.0
7920	6.7
7350	4.3
7050	3.3
6850	2.8
6700	2.4
6550	2.1
6400	1.8
6300	1.7
6050	1.3
5930	1.2
5800	1
5660	0.86
5440	0.68
5240	0.54
5110	0.46
4960	0.38
4800	0.31
4600	0.24
4400	0.19
4000	0.10
3750	0.069
3700	0.064
3600	0.054
3500	0.046
3400	0.038
3200	0.026
3100	0.022
2900	0.014
2700	0.0093
